source_manifest	canonical_element	building	element_as_written	value	unit	value_m	source	evidence	quote
english_hall_dimensions_v1.tsv	diameter	Dublin Castle hall, round window in the gable over the dais (writ of Henry III)	round window circumference	thirty feet	ft		Turner, Domestic Architecture in England vol 1	ocr-uncertain	and they are to make in the gable over the dais a round window thirty feet in circumference
english_hall_dimensions_v1.tsv	internal_width	Marlborough Castle, queen's chamber with an upper story (writ of Henry III)	internal width (within the walls)	twenty-four feet	ft		Turner, Domestic Architecture in England vol 1	ocr-uncertain	so that the same chamber contain twenty-four feet in width within the walls of the same chamber
english_hall_dimensions_v1.tsv	internal_length	Guildford, solar over the new stone gateway (writ of Henry III)	internal length (within the walls)	thirty-two feet	ft		Turner, Domestic Architecture in England vol 1	ocr-uncertain	We order you to build a certain stone gateway at Guildford, and a certain solar above that gateway, of the length of thirty-two feet, within the walls, and of the width of eighteen feet
english_hall_dimensions_v1.tsv	internal_width	Guildford, solar over the new stone gateway (writ of Henry III)	internal width	eighteen feet	ft		Turner, Domestic Architecture in England vol 1	measured	We order you to build a certain stone gateway at Guildford, and a certain solar above that gateway, of the length of thirty-two feet, within the walls, and of the width of eighteen feet
english_hall_dimensions_v1.tsv	length	Winchester Castle, house of the king's chaplains - extension to carry a cellar and solar (writ of Henry III)	length of new cellar-and-solar extension	twenty-four feet	ft		Turner, Domestic Architecture in England vol 1	ocr-uncertain	to lengthen the house of the king's chaplains by twenty-four HISTORICAL ILLUSTRATIONS. 249 feet, so that a cellar and solar may be made of that [new] length
english_hall_dimensions_v1.tsv	bay_spacing	Hospital of St John, hall (built c.1160 by Henry II)	bay spacing (count of bays, three aisles)	eight bays in length	bays		Turner, Domestic Architecture in England vol 1	measured	It is eight bays in length, each bay has a separate vault, there are therefore twenty-four of these small domes, but they are so low as not to interfere with the external roof.
english_hall_dimensions_v1.tsv	internal_length	Tower-house on the Moselle	internal length	about 42 ft	ft	12.802	Turner, Domestic Architecture in England vol 1	author-estimate	It measures internally about 42 ft. by 28 ft.
english_hall_dimensions_v1.tsv	internal_width	Tower-house on the Moselle	internal width	28 ft	ft	8.534	Turner, Domestic Architecture in England vol 1	author-estimate	It measures internally about 42 ft. by 28 ft.
english_hall_dimensions_v1.tsv	internal_length	Manoir de la Courbe, first (smaller) hall	internal length	about 52 feet	ft	15.850	Turner, Domestic Architecture in England vol 1	author-estimate	The remains of two large halls are also mentioned, the one about 52 feet by 26, the other about 62 feet by 30d.
english_hall_dimensions_v1.tsv	internal_width	Manoir de la Courbe, first (smaller) hall	internal width	26	ft	7.925	Turner, Domestic Architecture in England vol 1	author-estimate	The remains of two large halls are also mentioned, the one about 52 feet by 26, the other about 62 feet by 30d.
english_hall_dimensions_v1.tsv	internal_length	Manoir de la Courbe, second (larger) hall	internal length	about 62 feet	ft	18.898	Turner, Domestic Architecture in England vol 1	author-estimate	The remains of two large halls are also mentioned, the one about 52 feet by 26, the other about 62 feet by 30d.
english_hall_dimensions_v1.tsv	internal_width	Manoir de la Courbe, second (larger) hall	internal width	30	ft	9.144	Turner, Domestic Architecture in England vol 1	author-estimate	The remains of two large halls are also mentioned, the one about 52 feet by 26, the other about 62 feet by 30d.
english_hall_dimensions_v1.tsv	internal_length	Elsdon Rectory, Northumberland — ground-floor vaulted apartment (undercroft)	internal length	27 ft. 10 in.	ft in	8.484	Turner/Parker, Domestic Architecture in England vol 2	measured	On the ground floor is a vaulted apart- ment, 12 ft. in height to the top of the arch, and 27 ft. 10 in. long, by 15 ft. 6 in. in width
english_hall_dimensions_v1.tsv	internal_width	Elsdon Rectory, Northumberland — ground-floor vaulted apartment (undercroft)	internal width	15 ft. 6 in.	ft in	4.724	Turner/Parker, Domestic Architecture in England vol 2	measured	On the ground floor is a vaulted apart- ment, 12 ft. in height to the top of the arch, and 27 ft. 10 in. long, by 15 ft. 6 in. in width
english_hall_dimensions_v1.tsv	height	Elsdon Rectory, Northumberland — ground-floor vaulted apartment (undercroft)	undercroft height (to crown of vault)	12 ft.	ft	3.658	Turner/Parker, Domestic Architecture in England vol 2	measured	On the ground floor is a vaulted apart- ment, 12 ft. in height to the top of the arch, and 27 ft. 10 in. long, by 15 ft. 6 in. in width
english_hall_dimensions_v1.tsv	wall_thickness	Elsdon Rectory, Northumberland — tower shell	wall thickness (external walling, whole tower)	7 ft. 8 in.	ft in	2.337	Turner/Parker, Domestic Architecture in England vol 2	measured	It is of good common walling, 7 ft. 8 in. in thickness, and its outside measurement is 43 ft. 2 in. by 30 ft. 10
english_hall_dimensions_v1.tsv	external_length	Elsdon Rectory, Northumberland — tower shell	external length	43 ft. 2 in.	ft in	13.157	Turner/Parker, Domestic Architecture in England vol 2	measured	It is of good common walling, 7 ft. 8 in. in thickness, and its outside measurement is 43 ft. 2 in. by 30 ft. 10
english_hall_dimensions_v1.tsv	external_width	Elsdon Rectory, Northumberland — tower shell	external width	30 ft. 10 in.	ft in	9.398	Turner/Parker, Domestic Architecture in England vol 2	measured	It is of good common walling, 7 ft. 8 in. in thickness, and its outside measurement is 43 ft. 2 in. by 30 ft. 10
english_hall_dimensions_v1.tsv	height	Elsdon Rectory, Northumberland — tower shell	height to top of parapet wall	42 ft.	ft	12.802	Turner/Parker, Domestic Architecture in England vol 2	measured	its height to the top of the parapet wall is 42 ft.
english_hall_dimensions_v1.tsv	opening_width	Elsdon Rectory, Northumberland — entrance passage	door/entrance passage width	4 ft. 6 in.	ft in	1.372	Turner/Parker, Domestic Architecture in England vol 2	measured	The entrance is by a passage on the north side, the width of which is 4 ft. 6 in.
english_hall_dimensions_v1.tsv	newel_diameter	Elsdon Rectory, Northumberland — newel staircase	newel stair diameter	5 ft. 8 in.	ft in	1.727	Turner/Parker, Domestic Architecture in England vol 2	measured	a newel stair- case 5 ft. 8 in. in diameter, and lighted by three narrow loop-holes
english_hall_dimensions_v1.tsv	storey_height	Elsdon Rectory, Northumberland — first floor	storey height (first floor)	10 ft. 8 in.	ft in	3.251	Turner/Parker, Domestic Architecture in England vol 2	measured	This leads to the first floor 10 ft. 8 in. high
english_hall_dimensions_v1.tsv	internal_length	Belsay Castle, Northumberland — chief apartment (hall, first story)	internal length	43 ft.	ft	13.106	Turner/Parker, Domestic Architecture in England vol 2	measured	On the east side of the first story is the chief apartment, 43 ft. long by 21^ ft. broad, and nearly 17 ft. in height
english_hall_dimensions_v1.tsv	internal_width	Belsay Castle, Northumberland — chief apartment (hall, first story)	internal width	21^ ft. (21 1/2 ft.)	ft	6.553	Turner/Parker, Domestic Architecture in England vol 2	ocr-uncertain	On the east side of the first story is the chief apartment, 43 ft. long by 21^ ft. broad, and nearly 17 ft. in height
english_hall_dimensions_v1.tsv	internal_height	Belsay Castle, Northumberland — chief apartment (hall, first story)	internal height	nearly 17 ft.	ft	5.182	Turner/Parker, Domestic Architecture in England vol 2	author-estimate	On the east side of the first story is the chief apartment, 43 ft. long by 21^ ft. broad, and nearly 17 ft. in height
english_hall_dimensions_v1.tsv	external_length	Belsay Castle, Northumberland — tower shell	external length (north to south)	56J feet (56 1/2 ft.)	ft	17.221	Turner/Parker, Domestic Architecture in England vol 2	ocr-uncertain	The building measures externally from north to south 56J feet, and from east to west 47 feet 3 inches
english_hall_dimensions_v1.tsv	external_width	Belsay Castle, Northumberland — tower shell	external width (east to west)	47 feet 3 inches	ft in	14.402	Turner/Parker, Domestic Architecture in England vol 2	measured	The building measures externally from north to south 56J feet, and from east to west 47 feet 3 inches
english_hall_dimensions_v1.tsv	internal_length	Winchelsea, Sussex — vaulted cellar under a burgage plot (typical of many)	internal length	50 feet	ft	15.240	Turner/Parker, Domestic Architecture in England vol 2	measured	One of these cellars is 50 feet long by 18 wide and 12 high, and most of the others are of similar dimensions
english_hall_dimensions_v1.tsv	internal_width	Winchelsea, Sussex — vaulted cellar under a burgage plot (typical of many)	internal width	18 feet	ft	5.486	Turner/Parker, Domestic Architecture in England vol 2	measured	One of these cellars is 50 feet long by 18 wide and 12 high, and most of the others are of similar dimensions
english_hall_dimensions_v1.tsv	height	Winchelsea, Sussex — vaulted cellar under a burgage plot (typical of many)	undercroft height	12 feet	ft	3.658	Turner/Parker, Domestic Architecture in England vol 2	measured	One of these cellars is 50 feet long by 18 wide and 12 high, and most of the others are of similar dimensions
english_hall_dimensions_v1.tsv	internal_length	Corbridge parsonage Pele tower, Northumberland — first-floor room	internal length	nineteen feet	ft		Turner/Parker, Domestic Architecture in England vol 2	author-estimate	The first floor appears to have been a single room, nineteen feet long by thirteen wide, and about eight feet high, separated from the upper room by a wooden floor only
english_hall_dimensions_v1.tsv	internal_width	Corbridge parsonage Pele tower, Northumberland — first-floor room	internal width	thirteen feet	ft		Turner/Parker, Domestic Architecture in England vol 2	author-estimate	The first floor appears to have been a single room, nineteen feet long by thirteen wide, and about eight feet high, separated from the upper room by a wooden floor only
english_hall_dimensions_v1.tsv	internal_height	Corbridge parsonage Pele tower, Northumberland — first-floor room	internal height (to underside of timber floor above)	about eight feet	ft		Turner/Parker, Domestic Architecture in England vol 2	author-estimate	The first floor appears to have been a single room, nineteen feet long by thirteen wide, and about eight feet high, separated from the upper room by a wooden floor only
